MAE_median,RMSE_median,MeanPinball,CRPS_approx,Cov_80,Width_80,Cov_90,Width_90,Cov_95,Width_95,Model,Target,LeadTime,Fold,CrossingRate_before_fix,SelectedMinSamplesLeaf
0.3964583333333333,0.5221412910101803,0.12100846688034189,0.24201693376068378,0.7708333333333334,1.2473611111111111,0.8666666666666667,1.5301805555555557,0.9263888888888889,1.787763888888889,QRF,swh,48h,4,,40.0
0.39806004006689877,0.4920173558251666,0.11434370710119235,0.2286874142023847,0.7956989247311828,1.2468607518139934,0.9233870967741935,1.5978561210802584,0.9637096774193549,1.9151475443819141,QR,swh,48h,5,0.025537634408602152,
0.4890994623655914,0.5772828689236223,0.1426668992969396,0.2853337985938792,0.6048387096774194,1.2371505376344087,0.8131720430107527,1.5926478494623657,0.9059139784946236,1.9067069892473116,QRF,swh,48h,5,,40.0
0.4058859031613796,0.49939201061037886,0.11845537839341148,0.23691075678682297,0.7410714285714286,1.2252467617712386,0.875,1.5482390458699924,0.9627976190476191,1.9210388779343428,QR,swh,48h,6,0.047619047619047616,
0.4495238095238095,0.5186380401268949,0.13534449404761906,0.2706889880952381,0.5357142857142857,1.0397172619047619,0.6413690476190477,1.3130059523809525,0.7872023809523809,1.5335416666666666,QRF,swh,48h,6,,40.0
0.10507845810576973,0.14567273927870508,0.03306902609771528,0.06613805219543056,0.7110215053763441,0.26016325456145056,0.8346774193548387,0.3722790040768158,0.9059139784946236,0.47691027896288296,QR,mwp,1h,1,0.006720430107526882,
0.10850806451612906,0.14835975963707243,0.03425452336641852,0.06850904673283705,0.7809139784946236,0.3161021505376344,0.8803763440860215,0.43756720430107526,0.9301075268817204,0.5666263440860215,QRF,mwp,1h,1,,20.0
0.0884392512812447,0.13808212630242514,0.028717783227588792,0.057435566455177584,0.8169642857142857,0.26843569026393876,0.9047619047619048,0.3785827022764829,0.9508928571428571,0.4838813451726054,QR,mwp,1h,2,0.0,
0.09697916666666667,0.1411121851915128,0.030752089056776552,0.061504178113553104,0.7961309523809523,0.2969047619047619,0.9166666666666666,0.4161458333333333,0.9642857142857143,0.5431994047619048,QRF,mwp,1h,2,,20.0
0.10028595428067401,0.15079353870662388,0.03209183445722157,0.06418366891444315,0.7983870967741935,0.28723422223426165,0.875,0.40064416779468504,0.9274193548387096,0.5096652453256412,QR,mwp,1h,3,0.0,
0.10040322580645164,0.15256058200857686,0.032510545905707205,0.06502109181141441,0.8185483870967742,0.3058198924731183,0.9086021505376344,0.4230241935483871,0.9422043010752689,0.5498118279569891,QRF,mwp,1h,3,,20.0
0.07958070189232241,0.11097717519368698,0.024780535000828056,0.04956107000165611,0.7930555555555555,0.2536555567242265,0.8972222222222223,0.3476377032352717,0.9458333333333333,0.4326988855976219,QR,mwp,1h,4,0.0,
0.08113888888888887,0.11015015004781226,0.025031463675213673,0.05006292735042735,0.8305555555555556,0.26556944444444447,0.9208333333333333,0.36693055555555554,0.9625,0.4708333333333333,QRF,mwp,1h,4,,20.0
0.07556145347998455,0.1066116909245927,0.024267203483074044,0.04853440696614809,0.803763440860215,0.24213629909547862,0.8790322580645161,0.33121182075214334,0.9247311827956989,0.41267239744270234,QR,mwp,1h,5,0.0,
0.077741935483871,0.1058097298207078,0.02399837158808933,0.04799674317617866,0.8615591397849462,0.2721774193548387,0.9408602150537635,0.3745967741935484,0.9663978494623656,0.4777016129032258,QRF,mwp,1h,5,,20.0
0.0634652489104044,0.0877094170450404,0.019788957974270712,0.039577915948541424,0.7858136300417247,0.20239633539764834,0.8720445062586927,0.27367776052931486,0.9318497913769124,0.3402131735389739,QR,mwp,1h,6,0.008344923504867872,
0.06521557719054244,0.08985771475645117,0.02055247673050177,0.04110495346100354,0.8887343532684284,0.24919332406119604,0.952712100139082,0.3420166898470098,0.9763560500695411,0.4366898470097357,QRF,mwp,1h,6,,20.0
0.29937526607478177,0.4090770922186748,0.09482032651474702,0.18964065302949404,0.7110215053763441,0.7659507411765856,0.831989247311828,1.0984832431386704,0.8938172043010753,1.3819673532923935,QR,mwp,3h,1,0.005376344086021506,
0.2959408602150537,0.40433969802364134,0.09263138440860214,0.18526276881720427,0.8051075268817204,0.8960618279569893,0.8924731182795699,1.2205376344086023,0.9354838709677419,1.5529435483870968,QRF,mwp,3h,1,,20.0
0.26385955416709755,0.38448648793845536,0.08348345485691563,0.16696690971383127,0.7976190476190477,0.776681171096581,0.9211309523809523,1.1116197415088305,0.9568452380952381,1.4243659633370112,QR,mwp,3h,2,0.0,
0.2800595238095238,0.3888249238777928,0.08696288347069597,0.17392576694139195,0.7782738095238095,0.8139880952380952,0.8973214285714286,1.1287202380952381,0.9583333333333334,1.4539136904761905,QRF,mwp,3h,2,,20.0
0.2822731421067111,0.4189436895233505,0.0914790223701798,0.1829580447403596,0.7956989247311828,0.7887559209191249,0.8669354838709677,1.108718422557018,0.918010752688172,1.4019879594369158,QR,mwp,3h,3,0.006720430107526882,
0.28337365591397856,0.4187826379513152,0.09059196650124071,0.18118393300248142,0.8024193548387096,0.8714381720430107,0.896505376344086,1.2007123655913978,0.9395161290322581,1.538548387096774,QRF,mwp,3h,3,,20.0
0.22658655331776323,0.3078657980248312,0.06997136250725976,0.13994272501451951,0.7888888888888889,0.7188607586423721,0.8986111111111111,0.9985985178974812,0.95,1.2372498419560793,QR,mwp,3h,4,0.002777777777777778,
0.21959722222222225,0.29663974596956644,0.06754492521367522,0.13508985042735044,0.85,0.7450138888888889,0.9305555555555556,1.0298888888888889,0.9597222222222223,1.3053055555555557,QRF,mwp,3h,4,,20.0
